No,G,N,E,O,A,C,T,RF,WHR,RHL,REF,REL,REH,RNO,RNL,RHO,RML,RTC,RJ1,RJ2,RJ3,RJ4,RUI,RBL,RBH,RWH,RWM,RMW,RMH,RNM,RNF,RMF
2016124211,1,-21,69,25,22,84,5,1.0436,2.0014,3.6335,0.4581,0.1726,0.0496,0.6176,0.3694,0.2186,0.4431,0.2936,0.8023,0.6667,0.4686,0.2603,0.1645,0.1826,0.3468,1.9822,2.2515,0.3333,0.1304,0.261,0.5546,0.2936
2016124218,1,73,33,12,37,9,1,0.9466,1.8573,3.6336,0.46299999999999997,0.1815,0.0473,0.4839,0.3671,0.1877,0.4827,0.3199,0.8490000000000001,0.6743,0.4751,0.25,0.1697,0.1462,0.3458,2.2386,2.4067,0.3754,0.1188,0.2728,0.6045,0.3199
2016124303,1,23,33,25,59,39,4,1.0765,2.062,2.773,0.4462,0.1637,0.0635,0.4639,0.3641,0.1569,0.4476,0.2962,0.8186,0.6862,0.4804,0.25,0.2221,0.11699999999999999,0.3095,2.8467,2.0004,0.2943,0.1319,0.2375,0.5389,0.2962
2016124320,1,35,59,11,49,56,2,1.0412,1.9702,2.4926,0.4438,0.163,0.0681,0.4979,0.3702,0.1771,0.4323,0.2869,0.7741,0.6125,0.4197,0.2099,0.2247,0.1268,0.3077,2.5266,2.1231,0.3075,0.1351,0.2352,0.522,0.2869
2016124321,1,18,53,25,44,60,5,1.0447,2.0256,2.7491,0.4457,0.1688,0.0641,0.5333,0.3774,0.1926,0.4411,0.2767,0.7829999999999999,0.6386,0.4577,0.2411,0.2093,0.13,0.3228,2.5946,1.9231,0.3492,0.1635,0.2264,0.5534,0.2767
2016124401,1,63,67,31,-1,64,2,1.0984,2.0018,3.2975,0.4656,0.1805,0.0601,0.5011,0.3912,0.1785,0.4286,0.271,0.7533,0.6029,0.4245,0.2194,0.1639,0.1228,0.3514,3.1436,3.0,0.3425,0.1052,0.21100000000000002,0.4961,0.271
2016125204,1,54,-15,-11,25,7,1,0.9913,2.0003,2.8714,0.465,0.1763,0.0609,0.6,0.3478,0.2105,0.4476,0.3304,0.7897,0.6316,0.4386,0.2281,0.1489,0.1363,0.3538,2.5724,1.875,0.3338,0.1391,0.2441,0.5915,0.3304
2016125206,1,70,33,12,28,9,1,1.113,2.1649,2.9059,0.4498,0.1654,0.0634,0.5394,0.3663,0.1775,0.4506,0.35200000000000004,0.8104,0.6462,0.4434,0.2407,0.1751,0.1342,0.33299999999999996,2.7611,2.3217,0.3172,0.1275,0.255,0.6201,0.35200000000000004
2016125221,1,30,25,13,35,-17,4,1.0364,2.0477,2.5295,0.4408,0.1683,0.0689,0.5329999999999999,0.3701,0.1904,0.4558,0.2962,0.8217,0.6791,0.4654,0.2273,0.2126,0.1197,0.314,2.7183,2.6527,0.3452,0.1117,0.2223,0.5308,0.2962
2016125320,1,18,41,39,43,56,5,1.0489,1.7934,3.0051,0.4493,0.1737,0.0606,0.4858,0.4042,0.1872,0.4597,0.2284,0.7707,0.6135,0.428,0.2282,0.1933,0.1314,0.3302,2.6363,2.8425,0.3428,0.1056,0.2407,0.4714,0.2284
2016125325,1,29,68,56,1,45,2,0.9675,2.0555,3.2055,0.4668,0.1736,0.0524,0.5652,0.3227,0.1885,0.4479,0.3483,0.7999,0.6666,0.4933,0.267,0.1475,0.1476,0.35100000000000003,2.3006,1.8932,0.3211,0.1296,0.2454,0.6068,0.3483
2016131210,1,39,3,29,25,69,5,1.1336,2.2306,3.7113,0.4138,0.1667,0.0509,0.6258,0.3358,0.1854,0.4576,0.3355,0.8407,0.7046,0.5069,0.2716,0.2033,0.1376,0.3178,2.6184,1.6389,0.2847,0.1538,0.2656,0.615,0.3355
2016131311,0,29,57,59,43,58,3,0.9939,1.9031,2.5935,0.4368,0.1657,0.0635,0.5556,0.3396,0.1898,0.46,0.2895,0.7973,0.6455,0.4556,0.2278,0.1751,0.1286,0.3293,2.5438,2.0,0.3037,0.1258,0.2893,0.6038,0.2895
2016131507,1,11,29,10,51,66,5,1.225,2.3225,3.3536,0.4059,0.1562,0.0571,0.5375,0.3598,0.1579,0.4467,0.2857,0.8047,0.6543,0.4665,0.2482,0.1635,0.1433,0.3272,2.7969999999999997,2.4234,0.3007,0.1291,0.2667,0.5613,0.2857
2016131602,1,10,55,30,37,73,5,1.0938,2.1447,3.7163,0.4326,0.1715,0.0505,0.6096,0.3285,0.1831,0.4488,0.2923,0.8093,0.6422,0.4502,0.2334,0.2403,0.1384,0.3041,2.4034,2.0,0.3327,0.1458,0.2825,0.5929,0.2923
2016132203,1,24,46,15,0,66,5,0.9640000000000001,1.7963,2.8293,0.439,0.1737,0.0592,0.4762,0.3784,0.1869,0.4575,0.2881,0.8224,0.6738,0.4583,0.2434,0.1399,0.1377,0.3501,2.4512,2.306,0.3366,0.1173,0.2612,0.5583,0.2881
2016132213,0,4,33,38,50,69,5,1.1108,2.037,5.6667,0.4182,0.1545,0.0303,0.6307,0.3842,0.2181,0.4799,0.2423,0.8017,0.6386,0.4378,0.237,0.1395,0.1321,0.3366,2.8303,2.2902,0.364,0.1413,0.2423,0.525,0.2423
2016136121,1,29,36,34,29,61,5,1.0709,1.92,3.1711,0.4847,0.1793,0.0606,0.5556,0.3934,0.2041,0.4354,0.2732,0.7656,0.6126,0.4287,0.2245,0.1979,0.1288,0.3336,2.7744,2.0711,0.3577,0.1534,0.2516,0.5245,0.2732
2016136135,1,-30,46,29,40,82,5,0.9595,1.8332,2.9633,0.4416,0.1732,0.0561,0.5169,0.3739,0.2014,0.4687,0.2993,0.8442,0.6753,0.4741,0.2403,0.1788,0.1552,0.3337,2.063,2.7606,0.3639,0.1061,0.2617,0.5671,0.2993
2016136209,1,30,8,-12,34,24,4,1.1781,2.2111,4.146,0.4493,0.1603,0.0455,0.5525,0.3759,0.1763,0.4519,0.3076,0.8148,0.6726,0.4791,0.2521,0.2059,0.1357,0.3088,2.68,2.7455,0.3274,0.1189,0.2471,0.5545,0.3076
2016136303,1,-4,39,31,22,49,5,1.1259,2.0919,3.2484,0.4702,0.1691,0.0586,0.5608,0.3983,0.1984,0.4529,0.2627,0.7842,0.6292,0.4481,0.2327,0.2255,0.1516,0.3113,2.3114,2.75,0.3362,0.1164,0.2234,0.4957,0.2627
2016136319,1,28,49,26,29,38,2,1.0249,1.932,3.0669999999999997,0.44,0.1682,0.0562,0.6056,0.3421,0.2022,0.4532,0.2806,0.8227,0.6906,0.5,0.2738,0.1846,0.1241,0.316,2.6094,2.4876,0.3569,0.1225,0.3049,0.5851,0.2806
2016136327,0,30,52,1,21,41,2,1.0255,1.871,2.7293,0.4667,0.1592,0.0598,0.5714,0.3589,0.2,0.4374,0.3081,0.7668,0.6169,0.4503,0.2333,0.2653,0.1209,0.3019,2.5608,2.6667,0.3167,0.1025,0.2564,0.5643,0.3081
2016136415,0,46,6,-7,20,45,1,1.0574,2.0998,2.9223,0.4147,0.1594,0.0577,0.65,0.3279,0.2016,0.4537,0.3444,0.8141,0.6748,0.4886,0.2563,0.1616,0.1005,0.3221,3.3895,2.114,0.3334,0.1396,0.2787,0.6311,0.3444
2016136421,1,84,43,20,33,44,1,1.1276,2.2403,2.7139,0.4237,0.1667,0.0693,0.5993,0.3415,0.1815,0.4553,0.3258,0.8491,0.6983,0.5011,0.2575,0.1508,0.1391,0.3437,2.7867,2.8284,0.3633,0.1206,0.2564,0.5821,0.3258
2016136502,0,33,17,26,34,23,4,1.0566,1.9046,3.4073,0.4545,0.183,0.0568,0.5332,0.39299999999999996,0.1983,0.4752,0.3056,0.8348,0.6861,0.4876,0.2728,0.1884,0.0969,0.3398,3.7048,3.1557,0.3719,0.1051,0.2532,0.5589,0.3056
2016136508,0,49,0,15,43,67,5,1.0544,2.0997,3.6665,0.4482,0.1747,0.0502,0.6368,0.3284,0.1983,0.4531,0.3185,0.8306,0.6889,0.4815,0.2549,0.1886,0.1096,0.3256,3.1312,1.7069,0.3302,0.1691,0.2885,0.6168,0.3185
2016136509,1,18,59,17,53,52,2,1.0543,2.0563,3.2678,0.4229,0.1675,0.054000000000000006,0.5833,0.3243,0.1794,0.4499,0.3243,0.795,0.6408,0.4358,0.2307,0.2,0.1145,0.3118,2.8719,2.2,0.3589,0.1351,0.2702,0.6216,0.3243
2016136525,1,0,35,19,31,42,5,1.1334,2.2683,2.9306,0.4456,0.161,0.0623,0.6157,0.3714,0.2018,0.4718,0.2668,0.8318,0.6555,0.4621,0.2438,0.1886,0.1112,0.32899999999999996,3.3541,2.1287,0.3448,0.1523,0.2287,0.5429999999999999,0.2668
2016136610,0,39,14,20,26,71,5,1.1758,2.3344,7.3568,0.4173,0.1598,0.0255,0.7106,0.341,0.2061,0.4696,0.3625,0.8663,0.7316,0.5266,0.2776,0.1201,0.1397,0.3404,2.8637,2.5947,0.3296,0.1212,0.2664,0.6168,0.3625
2016136620,1,-11,65,13,15,14,2,1.0590000000000002,1.9007,3.6353,0.4513,0.1767,0.0515,0.4567,0.4041,0.1743,0.4437,0.2694,0.7599,0.6185,0.4429,0.2214,0.1595,0.1271,0.3344,2.7872,2.2464,0.3347,0.1347,0.2363,0.5222,0.2694
2016142107,1,24,62,24,60,40,2,1.0267,1.9509,3.3354,0.4535,0.168,0.0517,0.547,0.3625,0.1931,0.4498,0.3191,0.8148,0.6717,0.4786,0.2519,0.2062,0.1245,0.325,2.6807,2.0663,0.3446,0.1379,0.276,0.6034,0.3191
2016142222,1,15,37,15,38,52,5,1.0304,1.8859,3.3176,0.4286,0.1801,0.055999999999999994,0.5943,0.3927,0.2265,0.4495,0.2824,0.7857,0.631,0.4406,0.2381,0.1429,0.1251,0.3573,2.9428,2.4181,0.4049,0.1472,0.2576,0.5644,0.2824
2016146104,1,57,57,27,36,73,5,1.1078,2.0877,3.0184,0.4658,0.1781,0.0653,0.5253,0.354,0.1679,0.4566,0.3065,0.8056,0.6461,0.4451,0.2349,0.2039,0.1256,0.3291,2.9039,2.6165,0.3358,0.1207,0.27,0.5854,0.3065
2016146114,1,20,-7,40,84,83,4,1.0941,2.0681,4.5332,0.4253,0.1623,0.0392,0.5475,0.3621,0.1812,0.4531,0.3105,0.8352,0.7015,0.5047,0.268,0.1619,0.1584,0.32899999999999996,2.2727,3.1357,0.3936,0.1209,0.2675,0.5770000000000001,0.3105
2016146116,0,59,55,36,34,20,1,1.0543,1.9403,2.667,0.4264,0.1789,0.0707,0.5017,0.3721,0.1771,0.4389,0.2946,0.7795,0.6325,0.4414,0.2353,0.2037,0.0859,0.3163,3.8819,1.7,0.3238,0.155,0.264,0.5738,0.2946
2016146119,1,55,14,6,64,37,4,1.0671,2.04,3.9471,0.4224,0.1556,0.0421,0.527,0.3734,0.1844,0.4418,0.3523,0.8057,0.6794,0.4949,0.262,0.1329,0.1359,0.3553,2.7894,2.6364,0.33,0.1139,0.2485,0.6111,0.3523
2016146122,1,-9,65,22,59,71,5,0.963,1.8201,4.5937,0.4615,0.1767,0.037000000000000005,0.584,0.3809,0.231,0.4853,0.2753,0.8681,0.7252,0.5165,0.2747,0.1795,0.1567,0.3538,2.1739,3.4462,0.4067,0.0952,0.254,0.5292,0.2753
2016146125,1,14,28,13,34,45,5,1.0012,1.9538,2.8889,0.4757,0.1754,0.0608,0.5673,0.3614,0.2048,0.4581,0.301,0.8320000000000001,0.6744,0.4817,0.2649,0.1576,0.1391,0.3582,2.5780000000000003,1.9956,0.373,0.157,0.2531,0.5660000000000001,0.301
2016146127,1,73,4,29,32,49,1,1.1759,2.2839,2.9129,0.4273,0.166,0.067,0.5674,0.3512,0.1695,0.4516,0.3228,0.8225,0.6773,0.4676,0.2418,0.1531,0.1414,0.3374,2.8057,2.3788,0.3063,0.1236,0.2661,0.5978,0.3228
2016146217,1,43,-4,5,21,23,1,1.0655,1.9997,3.6841,0.4467,0.1688,0.0488,0.5682,0.3843,0.2049,0.4382,0.2882,0.7869,0.6476,0.4591,0.2377,0.2,0.1322,0.3295,2.6564,3.0769,0.377,0.1135,0.21899999999999997,0.5068,0.2882
2016148123,1,49,29,29,2,73,5,1.0524,2.0,2.7059,0.4688,0.1877,0.073,0.5357,0.3683,0.1875,0.4504,0.2775,0.8254,0.6876,0.5,0.2625,0.2006,0.1213,0.3288,2.8527,2.3022,0.3375,0.1316,0.2631,0.5532,0.2775
2016148129,1,21,9,16,-7,96,5,1.0224,1.9566,2.8073,0.4452,0.171,0.0623,0.5169,0.3481,0.17600000000000002,0.4586,0.2806,0.8131,0.67,0.4722,0.2418,0.1578,0.1643,0.3528,2.1952,2.0765,0.341,0.1464,0.2696,0.5617,0.2806
2016148206,1,3,72,59,32,63,2,1.0234,1.9785,2.9909,0.4656,0.177,0.0606,0.5299,0.3615,0.1872,0.4486,0.2923,0.8146,0.6777,0.4809,0.2555,0.1551,0.135,0.3491,2.6469,2.256,0.3159,0.1207,0.2609,0.5629,0.2923
2016148211,1,30,9,22,20,56,5,1.1906,2.1272,3.6359,0.4564,0.1765,0.0578,0.5887,0.3932,0.1944,0.4398,0.3005,0.7769,0.6409999999999999,0.447,0.2338,0.1765,0.1162,0.3399,3.4839,2.0929,0.2718,0.1271,0.2543,0.5548,0.3005
2016148213,0,44,29,33,31,31,1,1.0051,1.942,3.0431,0.4563,0.1506,0.0497,0.5429,0.3415,0.1844,0.4329,0.3318,0.7863,0.6698,0.5049,0.2817,0.1811,0.1374,0.3318,2.4276,1.8012,0.3203,0.1463,0.2831,0.6244,0.3318
2016151202,1,29,63,12,34,27,2,1.0099,2.0984,3.0258,0.4571,0.1872,0.0625,0.6389,0.3461,0.21899999999999997,0.4858,0.3371,0.8759,0.7236,0.5141,0.2666,0.1595,0.1354,0.3578,2.6695,2.8462,0.4094,0.125,0.2404,0.5772,0.3371
2016151203,1,57,50,37,53,3,1,1.1451,2.093,3.7043,0.4033,0.1659,0.0513,0.5903,0.3764,0.19399999999999998,0.4616,0.2735,0.8061,0.642,0.4478,0.2393,0.2075,0.1293,0.3143,2.7832,3.1236,0.3436,0.10400000000000001,0.2569,0.5298,0.2735
2016151205,1,39,5,19,56,10,4,1.1204,2.1938,3.0136,0.3999,0.1506,0.055999999999999994,0.5212,0.3683,0.1714,0.4513,0.304,0.8141,0.6713,0.457,0.2428,0.1885,0.1462,0.3086,2.3654,3.0,0.3145,0.096,0.24,0.56,0.304
2016151206,0,44,39,10,27,37,1,1.1144,2.3638,3.0631,0.4294,0.1576,0.0573,0.6528,0.3501,0.2051,0.4709,0.3362,0.8586,0.6983,0.4933,0.2691,0.14300000000000002,0.1663,0.3478,2.3305,3.465,0.3396,0.0928,0.2146,0.5508,0.3362
2016151217,0,80,25,36,49,-16,1,1.0526,1.9585,3.1993,0.4316,0.1595,0.0525,0.4974,0.3557,0.1681,0.4429,0.3015,0.8017,0.6631,0.4747,0.2574,0.1903,0.134,0.3187,2.5026,2.2438,0.3263,0.1251,0.2606,0.5722,0.3015
2016151220,1,14,55,20,28,47,2,1.1606,2.1905,3.4072,0.4308,0.1671,0.0569,0.6,0.3704,0.1915,0.4513,0.2966,0.8085,0.6596,0.4682,0.2343,0.171,0.1176,0.3352,3.307,2.8,0.35100000000000003,0.1235,0.2469,0.5434,0.2966
2016151221,0,43,10,21,24,48,5,1.0793,2.1293,2.7361,0.4412,0.1634,0.0645,0.6,0.3174,0.1765,0.457,0.302,0.8089,0.6472,0.4568,0.2371,0.1698,0.128,0.3235,2.7288,1.7,0.3088,0.1587,0.2861,0.6198,0.302
2016151320,1,-7,49,34,49,64,5,1.0662,1.8954,2.5969,0.4822,0.1884,0.0773,0.4757,0.4003,0.1786,0.4378,0.2862,0.7681,0.625,0.4464,0.2321,0.18,0.1461,0.3689,2.6931,2.1429,0.3393,0.1333,0.2482,0.5535,0.2862
2016151409,1,41,19,21,19,36,1,1.1165,2.1025,2.5582,0.4355,0.1701,0.0742,0.6183,0.3786,0.2097,0.461,0.2887,0.8386,0.6936,0.4838,0.258,0.201,0.1531,0.3227,2.3544,2.5031,0.387,0.1441,0.2527,0.5414,0.2887
2016151414,1,0,45,28,48,15,4,1.1206,2.1332,2.7116,0.4462,0.1719,0.071,0.5015,0.3795,0.1698,0.4505,0.2762,0.8156,0.6773,0.4623,0.2312,0.2074,0.1219,0.3237,2.9760000000000004,2.3783,0.355,0.1378,0.2247,0.5181,0.2762
2016151417,1,28,42,28,40,26,2,0.9891,1.9708,3.2845,0.4318,0.1662,0.0501,0.5211,0.3416,0.18,0.4463,0.3205,0.813,0.6763,0.48200000000000004,0.259,0.2129,0.1598,0.308,1.9059,2.3088,0.3166,0.1141,0.2563,0.5768,0.3205
2016151516,0,33,69,17,12,4,2,0.9148,1.6853,3.3416,0.4574,0.1698,0.0465,0.44,0.3874,0.1863,0.4554,0.2639,0.8131,0.6437,0.4743,0.2541,0.1848,0.1544,0.3441,2.0389,2.0,0.3218,0.124,0.2639,0.5433,0.2639
2016151524,1,15,50,26,31,35,2,1.1185,2.069,2.4926,0.4344,0.166,0.0745,0.4545,0.4034,0.1639,0.4556,0.2757,0.8197,0.6721,0.4754,0.2459,0.2244,0.1192,0.3126,2.9335,2.6667,0.3279,0.11,0.22,0.5137,0.2757
2016151525,1,32,49,47,47,45,2,1.089,2.0303,3.3174,0.4334,0.1706,0.055999999999999994,0.5412,0.3843,0.191,0.45299999999999996,0.28800000000000003,0.8079999999999999,0.6611,0.4557,0.2351,0.1818,0.1127,0.3306,3.1954,2.0,0.3235,0.14400000000000002,0.2405,0.5442,0.28800000000000003
2016151526,0,-8,22,12,25,65,5,0.9757,1.8753,3.1576,0.4275,0.1709,0.0528,0.5195,0.3461,0.1843,0.4407,0.3205,0.8019,0.6708,0.4996,0.2629,0.1309,0.1424,0.3512,2.4069,1.7297,0.3162,0.1415,0.2575,0.5906,0.3205
2016151616,1,34,74,36,31,64,2,0.9972,1.8766,3.1962,0.4713,0.1826,0.057,0.5934,0.3618,0.2153,0.4535,0.2936,0.8161,0.6692,0.4652,0.2492,0.2131,0.12,0.3351,2.7853,2.309,0.4076,0.1467,0.2708,0.5644,0.2936
2016151621,1,43,67,24,29,58,2,1.0804,1.9697,2.98,0.4405,0.1806,0.0655,0.4418,0.4031,0.1648,0.4465,0.2902,0.7909999999999999,0.6121,0.4179,0.2089,0.1964,0.1315,0.3371,2.7702,2.5873,0.3,0.1129,0.2424,0.5323,0.2902
2016155102,1,56,27,4,22,32,1,1.15,2.1255,3.4829,0.4138,0.1552,0.0512,0.5326,0.3725,0.1725,0.45399999999999996,0.2975,0.8136,0.6478,0.4391,0.2159,0.1759,0.1298,0.3206,2.8409,3.0046,0.302,0.0991,0.2479,0.5452,0.2975
2016155211,1,14,55,18,24,45,2,1.0578,2.0388,3.0185,0.4272,0.1646,0.0577,0.55,0.3846,0.2,0.4644,0.2884,0.8182,0.6729,0.4545,0.2363,0.1667,0.1544,0.3181,2.1790000000000003,2.6667,0.3636,0.1154,0.2308,0.5384,0.2884
2016171101,1,42,44,14,24,41,2,1.0198,2.0,3.1302,0.4587,0.1714,0.0558,0.6148,0.364,0.2194,0.4525,0.3362,0.8223,0.6992,0.5072,0.2741,0.1699,0.1374,0.3393,2.5186,3.1241,0.3569,0.0987,0.2516,0.6017,0.3362
2016171126,1,44,25,7,40,40,1,1.0585,2.0357,2.9389999999999996,0.4257,0.1672,0.0602,0.6099,0.354,0.204,0.4463,0.2958,0.7975,0.6671,0.4632,0.2408,0.1626,0.14,0.3334,2.5209,2.2672,0.3528,0.1382,0.2549,0.5699,0.2958
2016171128,1,6,12,2,4,10,2,1.1445,2.1338,3.3069,0.4445,0.1687,0.0584,0.6058,0.3817,0.20199999999999999,0.4363,0.3006,0.7687,0.6169,0.4348,0.2325,0.163,0.1457,0.3384,2.6589,3.2044,0.3535,0.1047,0.2315,0.5318,0.3006
2016173104,1,15,21,22,38,12,4,1.1705,2.3175,3.2723,0.4066,0.1533,0.0548,0.5525,0.3536,0.1669,0.4691,0.32899999999999996,0.8644,0.7187,0.4999,0.2499,0.1257,0.1234,0.3296,3.1269,2.5399,0.2917,0.1104,0.2437,0.5729,0.32899999999999996
2016173221,1,60,58,44,33,12,1,1.0273,2.0392,3.1681,0.4682,0.1843,0.0598,0.5755,0.3565,0.1997,0.473,0.3359,0.8618,0.7256,0.5154,0.2738,0.1797,0.1137,0.3374,3.0468,1.9336,0.3688,0.1621,0.2608,0.6074,0.3359
2016175210,0,54,28,16,25,45,1,1.1213,2.0508,3.7026,0.408,0.1481,0.0448,0.5615,0.3677,0.1841,0.4372,0.3139,0.7679,0.6319,0.4479,0.2405,0.1462,0.1138,0.3285,3.2367,2.2098,0.29600000000000004,0.1259,0.2513,0.574,0.3139
2016175218,,,,,,,,1.123,2.0326,2.8726,0.4362,0.1708,0.0668,0.5507,0.3806,0.1867,0.444,0.2853,0.787,0.6431,0.4317,0.2288,0.1901,0.1232,0.3282,2.9915,2.306,0.3131,0.1237,0.2484,0.5335,0.2853
2016175219,0,32,11,29,42,38,4,0.8101,1.5612,2.531,0.4092,0.1533,0.0491,0.4071,0.3315,0.1666,0.4501,0.2947,0.7881,0.6519,0.4697,0.2575,0.2508,0.1131,0.273,1.9554,1.3636,0.2877,0.135,0.2579,0.5644,0.2947
2016175231,1,-11,67,13,53,50,2,1.0537,2.0416,3.7312,0.4733,0.1813,0.0512,0.5964,0.3534,0.2,0.4628,0.3284,0.8427,0.7021,0.4952,0.2513,0.1999,0.1074,0.3262,3.1995,1.7279,0.3547,0.1712,0.2881,0.6235,0.3284
2016250232,0,0,56,11,53,43,2,0.9109999999999999,1.7606,4.5726,0.4681,0.1772,0.0353,0.5332,0.3445,0.2016,0.4549,0.33399999999999996,0.8325,0.7061,0.5296,0.2778,0.1964,0.1406,0.3378,2.1891,2.2484,0.4032,0.138,0.2771,0.6125,0.33399999999999996
2016250306,0,-21,78,49,44,12,2,0.9853,1.785,3.0259,0.4628,0.1805,0.0588,0.5198,0.3967,0.2093,0.4582,0.2649,0.8206,0.6859999999999999,0.5072,0.2684,0.2147,0.1362,0.3298,2.3856,3.0034,0.3731,0.1028,0.2209,0.5004,0.2649
2016250533,1,21,0,-14,45,36,4,1.0519,2.0581,3.0259,0.4723,0.168,0.0584,0.561,0.3652,0.1948,0.4613,0.2934,0.8189,0.6801,0.47200000000000003,0.2498,0.2207,0.1489,0.3207,2.2659,2.3567,0.3195,0.1177,0.23399999999999999,0.5263,0.2934
2016250535,1,-16,81,65,22,68,2,1.1071,2.1046,4.1893,0.44299999999999995,0.1719,0.0454,0.5748,0.3604,0.1871,0.4354,0.2802,0.7725,0.626,0.4311,0.2196,0.1682,0.1409,0.3428,2.6925,1.9377,0.3093,0.1442,0.2521,0.5507,0.2802
2016250612,1,14,21,16,46,71,5,1.0876,1.87,3.6006,0.4728,0.1702,0.0514,0.5182,0.3969,0.1891,0.4693,0.2644,0.8106,0.6759999999999999,0.473,0.257,0.2031,0.1269,0.3462,2.9657,1.9,0.3107,0.1469,0.2649,0.5438,0.2644
2016250634,0,2,0,-21,29,86,5,1.0553,1.9373,3.5015,0.4315,0.1705,0.0514,0.5338,0.3829,0.1937,0.4627,0.2809,0.8146,0.6535,0.4596,0.2419,0.1944,0.1259,0.3348,2.8067,2.1259,0.3229,0.1361,0.2469,0.5363,0.2809
2016250822,0,74,45,27,45,-11,1,1.0543,1.9708,4.0345,0.4632,0.17800000000000002,0.0465,0.6264,0.3721,0.2211,0.45799999999999996,0.3105,0.8383,0.706,0.4999,0.2794,0.193,0.1472,0.3433,2.4594,3.3333,0.3529,0.09300000000000001,0.2636,0.5738,0.3105
2016250910,0,33,27,19,10,66,5,0.9913,1.8969,3.8839,0.4543,0.1822,0.0465,0.5455,0.3963,0.218,0.4557,0.2702,0.8358,0.6723,0.4909,0.2725,0.1537,0.1685,0.3585,2.1094,2.1086,0.382,0.1452,0.2341,0.5226,0.2702
2016250925,1,63,26,15,32,29,1,1.0632,1.9304,3.1744,0.4524,0.1742,0.0584,0.5676,0.3797,0.2027,0.4524,0.2914,0.8096,0.6548,0.4523,0.25,0.1594,0.1153,0.3454,3.1853,2.3539,0.369,0.1398,0.2531,0.5448,0.2914
2016251006,1,37,42,23,32,28,2,1.0578,2.0617,3.7216,0.4409,0.1823,0.0518,0.6471,0.3523,0.2155,0.446,0.3005,0.7936,0.6466,0.4506,0.2449,0.1882,0.1306,0.3398,2.7521,2.1344,0.3724,0.1554,0.2696,0.5804,0.3005
2016251017,1,96,-8,-29,30,-36,1,1.0172,1.8126,2.8842,0.4554,0.1791,0.0632,0.5,0.3842,0.1888,0.4464,0.2488,0.7666,0.6114,0.4227,0.2111,0.1693,0.1547,0.3559,2.3405,2.4876,0.3223,0.1136,0.2599,0.5199,0.2488
2016251019,1,16,-11,54,4,68,5,1.0819,2.1106,2.9137,0.4161,0.1696,0.063,0.5019,0.3603,0.1671,0.4517,0.2884,0.8155,0.6826,0.4825,0.2334,0.1996,0.1183,0.3013,2.7547,2.3074,0.3012,0.1094,0.2339,0.5221,0.2884
2016251104,1,52,64,22,57,-9,2,1.0925,2.1766,3.4688,0.4374,0.16,0.0504,0.5869,0.36,0.1934,0.4662,0.3359,0.8638,0.7272,0.5235,0.2735,0.1469,0.1437,0.3311,2.5167,2.4955,0.3415,0.1247,0.2485,0.5719,0.3359
2016251109,0,77,-21,-1,20,1,1,1.0522,2.0958,3.5437,0.4414,0.1628,0.0483,0.5944,0.3508,0.1982,0.4343,0.2845,0.7658,0.6127,0.4415,0.2342,0.2134,0.136,0.3187,2.4648,1.6111,0.3243,0.1706,0.237,0.5593,0.2845
2016251118,1,54,1,24,59,58,4,1.1022,2.1403,3.3208,0.4194,0.1618,0.0537,0.5475,0.3734,0.1855,0.4507,0.2933,0.8065,0.6694,0.4759,0.2582,0.1919,0.1294,0.3276,2.7898,2.2143,0.2984,0.1244,0.2311,0.5333,0.2933
2016251324,1,22,-1,10,46,104,5,0.9747,1.7211,3.1168,0.4341,0.1665,0.0521,0.4849,0.3974,0.1977,0.4553,0.2823,0.8024,0.6708,0.4735,0.2499,0.1938,0.1106,0.3032,2.6734,2.0,0.3157,0.1282,0.2567,0.5256,0.2823
