No,G,N,E,O,A,C,T,RF,WHR,RHL,REF,REL,REH,RNO,RNL,RHO,RML,RTC,RJ1,RJ2,RJ3,RJ4,RUI,RBL,RBH,RWH,RWM,RMW,RMH,RNM,RNF,RMF
2015031123,1,44,50,25,63,24,4,1.0643,2.1578,3.1715,0.4281,0.1574,0.0528,0.5394,0.3334,0.16899999999999998,0.45899999999999996,0.3214,0.8429,0.6984,0.4937,0.2649,0.1672,0.1447,0.3323,2.4442,1.7114,0.3373,0.1799,0.2694,0.6163,0.3214
2015031126,1,21,21,-15,25,32,5,1.0221,1.8678,3.4819999999999998,0.4542,0.1626,0.0477,0.4856,0.3879,0.1843,0.4611,0.2822,0.8276,0.6898,0.4943,0.2646,0.2002,0.1283,0.3247,2.5868,2.6527,0.3333,0.1064,0.2587,0.5409,0.2822
2015031214,1,55,0,5,39,35,1,1.0295,1.9194,3.3208,0.4308,0.1631,0.0506,0.4888,0.3599,0.1709,0.4457,0.293,0.8046,0.6584,0.4796,0.2521,0.1666,0.1535,0.3479,2.3336,2.1961,0.317,0.1258,0.2595,0.5525,0.293
2015031215,1,-39,58,61,12,88,5,1.0144,2.019,2.9916,0.4698,0.1781,0.0604,0.5122,0.3523,0.1779,0.4449,0.3348,0.8132,0.6861,0.5082,0.2708,0.1728,0.1565,0.3542,2.2965,2.3615,0.3304,0.1201,0.2317,0.5665,0.3348
2015031227,1,18,51,35,27,67,5,1.0662,2.1068,3.7999,0.4342,0.16,0.0449,0.5238,0.3702,0.1819,0.4498,0.2643,0.7848,0.6278,0.4542,0.2395,0.2396,0.1102,0.3031,2.9318,1.9422,0.3469,0.1587,0.2027,0.5021,0.2643
2015034121,1,35,35,19,31,53,5,1.2404,2.2284,3.758,0.4126,0.1644,0.0542,0.5596,0.3878,0.1749,0.4549,0.248,0.8123,0.6374,0.4374,0.2249,0.1966,0.109,0.3074,3.497,2.5,0.3124,0.124,0.2485,0.5117,0.248
2015034201,1,2,18,34,11,12,3,1.0801,1.8806,3.43,0.4691,0.1746,0.055,0.4836,0.4135,0.1852,0.4589,0.2537,0.7778,0.642,0.4691,0.2469,0.1912,0.1403,0.34,2.6177,3.0,0.3459,0.1067,0.2267,0.4802,0.2537
2015035128,0,16,41,23,25,33,2,0.9767,1.8456,3.2475,0.475,0.1621,0.0487,0.5468,0.3737,0.2092,0.4524,0.3038,0.802,0.653,0.4683,0.2485,0.2167,0.1096,0.3166,2.8199,1.6943,0.3204,0.1565,0.2403,0.5433,0.3038
2015035204,1,38,50,40,53,29,4,1.0243,1.9992,3.0136,0.4445,0.1674,0.0569,0.6,0.3252,0.1905,0.4524,0.3089,0.8254,0.6827,0.4923,0.254,0.16,0.12300000000000001,0.3358,2.7957,2.5,0.381,0.1301,0.2769,0.6018,0.3089
2015035232,1,11,19,-4,9,63,5,1.0212,2.0158,3.0033,0.4668,0.177,0.0602,0.5475,0.3575,0.1917,0.4528,0.3148,0.7917,0.6584,0.4669,0.2501,0.19,0.1295,0.3392,2.6757,2.5385,0.325,0.1106,0.2384,0.5532,0.3148
2015037101,1,33,63,34,49,73,5,1.1083,2.0,3.0769,0.445,0.1711,0.0616,0.5354,0.3786,0.1829,0.4346,0.3243,0.7928,0.6585,0.4761,0.2438,0.1493,0.1182,0.3509,3.2913,2.1,0.317,0.1351,0.2702,0.6081,0.3243
2015037104,1,-22,39,-4,53,59,5,0.8711,1.7053,2.677,0.4464,0.1707,0.0556,0.4444,0.3333,0.1701,0.4619,0.3333,0.8514,0.7231,0.5102,0.2551,0.2176,0.1465,0.3239,1.9258,2.3333,0.3401,0.1111,0.2963,0.6296,0.3333
2015037113,1,48,40,17,50,40,4,1.1159,2.0425,3.0909,0.4633,0.1944,0.0702,0.588,0.3952,0.2082,0.4682,0.303,0.833,0.6768,0.4685,0.2499,0.1951,0.1251,0.3446,3.0751,3.0862,0.3858,0.1168,0.2443,0.5479999999999999,0.303
2015037213,1,46,29,25,43,33,1,1.0002,1.8941,3.8092,0.4286,0.1725,0.0453,0.5151,0.3846,0.1981,0.4571,0.2747,0.8023,0.6376,0.4619,0.2417,0.1949,0.1378,0.3191,2.316,2.9017,0.3737,0.1099,0.2088,0.4835,0.2747
2015037224,1,5,45,9,59,29,4,1.0312,2.0019,3.7583,0.4686,0.1878,0.0515,0.5711,0.3609,0.1999,0.4638,0.3094,0.8245,0.6871,0.4873,0.2623,0.1788,0.1062,0.3447,3.3472,2.0988,0.35,0.1417,0.2708,0.5931,0.3094
2015039114,1,-21,43,16,41,56,5,1.0872,1.9659,2.7527,0.4597,0.1803,0.0712,0.5708,0.3686,0.1935,0.4257,0.2805,0.742,0.5969,0.4196,0.2097,0.2115,0.1234,0.331,2.9172,2.7948,0.33899999999999997,0.1066,0.2636,0.5435,0.2805
2015039123,1,2,39,35,28,57,5,1.1368,2.0263,2.9793,0.4494,0.172,0.0656,0.5714,0.4029,0.2025,0.4467,0.3025,0.7975,0.6583,0.4683,0.2535,0.1746,0.1256,0.3297,2.9828,3.5714,0.3671,0.1007,0.2302,0.5326,0.3025
2015039203,1,24,46,13,33,49,5,0.8862,1.7017,2.5603,0.4867,0.1735,0.0601,0.4784,0.3453,0.1864,0.4418,0.2963,0.7986,0.6625,0.4762,0.2554,0.2129,0.1438,0.331,2.0394,1.8965,0.3812,0.1503,0.2925,0.6112,0.2963
2015039226,0,38,34,5,17,30,1,1.0602,2.104,2.9102,0.43700000000000006,0.1634,0.0595,0.4448,0.3581,0.1502,0.4431,0.3045,0.7988,0.6617,0.4493,0.2374,0.1752,0.1395,0.3245,2.4659999999999997,2.1098,0.2872,0.1198,0.2527,0.5569,0.3045
2015039227,1,4,70,35,54,79,5,1.2148,2.2861,2.9151,0.4257,0.171,0.0713,0.6544,0.3566,0.1921,0.4477,0.3169,0.8061,0.6441,0.4453,0.2379,0.1975,0.1147,0.3118,3.3035,3.0,0.3455,0.1213,0.2519,0.5596,0.3169
2015041118,1,33,5,49,35,35,3,0.9658,1.8814,4.3137,0.4508,0.1752,0.0392,0.5748,0.3449,0.2053,0.4659,0.3191,0.8390000000000001,0.6962,0.4821,0.2588,0.1956,0.132,0.3334,2.4386,1.875,0.3392,0.1379,0.2674,0.5951,0.3191
2015041321,1,19,50,12,23,28,2,1.2174,2.2887,3.4454,0.4336,0.177,0.0625,0.5,0.396,0.1627,0.4681,0.2664,0.7983,0.6361,0.4575,0.2326,0.1707,0.1106,0.3407,3.7505,2.7653,0.3328,0.1228,0.2357,0.5288,0.2664
2015041406,1,35,22,14,24,72,5,1.0882,2.1818,3.0875,0.4189,0.1695,0.0597,0.5021,0.3235,0.1493,0.4338,0.3382,0.7839,0.6353,0.4462,0.2301,0.1904,0.1272,0.3211,2.7469,1.8889,0.2838,0.1324,0.2794,0.6324,0.3382
2015041407,1,85,39,59,37,2,1,1.2341,2.4234,3.1401,0.4186,0.1721,0.0676,0.55,0.3826,0.1705,0.4594,0.2971,0.8374,0.659,0.4502,0.2327,0.153,0.126,0.3233,3.1665,2.6934,0.3178,0.1244,0.2104,0.5073,0.2971
2015042122,1,18,52,41,15,63,5,1.0512,2.1214,2.8859,0.4444,0.1603,0.0584,0.6087,0.3358,0.1944,0.4464,0.3507,0.8055,0.6805,0.4861,0.2778,0.1827,0.1172,0.3137,2.8127,2.114,0.3194,0.1314,0.2628,0.6279,0.3507
2015042206,1,68,55,23,14,45,1,1.1018,2.0778,3.2536,0.4407,0.1663,0.0563,0.5019,0.3659,0.1667,0.4354,0.2946,0.7674,0.6356,0.4505,0.2345,0.2086,0.1564,0.3188,2.2458,2.1401,0.3003,0.1292,0.2375,0.5327,0.2946
2015042210,0,7,62,26,25,46,2,1.0971,2.0267,3.4171,0.4295,0.1634,0.0525,0.4997,0.382,0.174,0.4496,0.2685,0.8011,0.65,0.4525,0.2436,0.1883,0.13,0.3252,2.7445,2.225,0.2786,0.1145,0.2418,0.5097,0.2685
2015042211,1,0,40,-13,47,34,4,1.0964,2.1429,2.9229,0.4595,0.1777,0.0667,0.5398,0.3852,0.1897,0.4619,0.3115,0.8244,0.6621,0.4729,0.2432,0.1695,0.1116,0.3312,3.2544,2.625,0.3378,0.1185,0.237,0.5483,0.3115
2015042213,1,46,23,17,18,22,1,1.0734,2.0655,3.1493,0.4093,0.1668,0.0569,0.5,0.3574,0.1665,0.4542,0.3104,0.8325,0.6811,0.4846,0.2573,0.161,0.1184,0.3186,2.8893,1.9846,0.2876,0.131,0.2599,0.5696,0.3104
2015042221,1,52,34,16,59,37,4,1.0409,2.1993,2.8911,0.4154,0.1708,0.0615,0.5,0.3513,0.1688,0.4611,0.2838,0.857,0.7012,0.4935,0.2467,0.2137,0.1291,0.3134,2.5268,1.9167,0.3505,0.1622,0.2045,0.5412,0.2838
2015042408,1,15,59,29,12,61,5,1.1084,2.2103,3.3311,0.4296,0.1691,0.0563,0.6183,0.364,0.2031,0.4596,0.3294,0.8366,0.6962,0.4926,0.2582,0.1765,0.1326,0.3295,2.7545,2.6934,0.3281,0.1125,0.2253,0.5547,0.3294
2015042412,1,-19,3,-7,29,54,5,1.0,2.0543,3.5158,0.4606,0.185,0.0526,0.5524,0.3334,0.1842,0.4662,0.307,0.8595,0.7017,0.4824,0.2545,0.2201,0.1118,0.3129,2.7982,1.88,0.3334,0.1494,0.2719,0.5877,0.307
2015042425,1,43,57,61,54,29,3,1.0882,2.1312,4.6785,0.4368,0.1678,0.039,0.5804,0.3688,0.1967,0.4618,0.2999,0.8112,0.6302,0.4257,0.2129,0.1578,0.1495,0.3399,2.4732,3.0458,0.3463,0.1041,0.2231,0.523,0.2999
2015043104,1,34,57,37,35,90,5,1.0705,1.97,2.7361,0.4264,0.1634,0.0639,0.4778,0.3624,0.1617,0.4462,0.3309,0.8236,0.6917,0.5002,0.2504,0.1666,0.1186,0.331,2.9873,2.25,0.3091,0.1259,0.2833,0.6141,0.3309
2015043105,1,4,33,22,43,80,5,1.02,1.9372,2.7466,0.4554,0.1793,0.0666,0.5004,0.3649,0.179,0.4415,0.3068,0.7829999999999999,0.6358,0.4408,0.237,0.1649,0.1433,0.3532,2.5145,2.2899,0.326,0.1164,0.2664,0.5653,0.3068
2015052119,1,15,47,20,41,76,5,1.0505,1.9908,3.0457,0.4733,0.1843,0.0636,0.5436,0.3529,0.1826,0.4538,0.3297,0.8322,0.7008,0.5037,0.2701,0.1713,0.1169,0.3541,3.1809,2.6155,0.3477,0.11599999999999999,0.2725,0.5985,0.3297
2015052121,1,-24,26,7,45,68,5,1.1259,2.0002,2.4796,0.441,0.1647,0.0748,0.5556,0.4,0.1974,0.4278,0.3259,0.7763,0.6316,0.4607,0.2372,0.15,0.1175,0.3372,3.2314,3.0,0.3421,0.1037,0.2375,0.5631,0.3259
2015053108,1,18,42,10,35,77,5,0.9901,1.8889,2.7333,0.4265,0.1638,0.0593,0.5336,0.3547,0.1912,0.4434,0.2939,0.8024,0.6591,0.4746,0.2528,0.2103,0.14,0.3153,2.2305,1.8730000000000002,0.355,0.1588,0.2567,0.5539999999999999,0.2939
2015053119,1,41,35,10,20,19,1,1.0296,2.1396,3.4586,0.4179,0.1774,0.0528,0.622,0.34600000000000003,0.209,0.4716,0.3332,0.8692,0.7296,0.5289,0.2829,0.1543,0.1304,0.3288,2.5954,2.8080000000000003,0.3524,0.1097,0.2574,0.5948,0.3332
2015053225,1,-8,22,43,-15,77,5,1.0347,2.1002,3.4384,0.4745,0.1814,0.0546,0.5841,0.386,0.2179,0.462,0.2808,0.8325,0.6658,0.4736,0.2572,0.2342,0.1078,0.3148,3.0206,2.3825,0.4494,0.1726,0.1741,0.5093,0.2808
2015061210,0,11,29,38,6,44,5,1.0462,2.0355,4.5101,0.4401,0.1641,0.0381,0.5781,0.3433,0.1897,0.4396,0.306,0.7909,0.6537,0.4641,0.2405,0.1876,0.1313,0.3407,2.7143,1.7205,0.27699999999999997,0.1271,0.2702,0.5941,0.306
2015061222,1,27,11,15,38,51,5,1.0611,2.0251,2.804,0.4559,0.1814,0.0686,0.5803,0.3545,0.1939,0.4493,0.3127,0.7944,0.6283,0.4363,0.2193,0.1569,0.1107,0.3471,3.3286,2.7696,0.3724,0.1231,0.2722,0.5988,0.3127
2015062105,1,-13,73,36,19,28,2,1.0012,2.0,3.0088,0.4388,0.1898,0.0632,0.5183,0.3482,0.1803,0.4671,0.3054,0.8599,0.6934,0.4723,0.2496,0.172,0.1552,0.3454,2.228,2.8777,0.3754,0.1111,0.2777,0.597,0.3054
2015062119,1,10,51,10,37,53,5,1.124,2.0783,3.6111,0.426,0.1672,0.052000000000000005,0.5912,0.3539,0.1861,0.4309,0.2922,0.778,0.6111,0.4263,0.2415,0.1818,0.1716,0.3354,2.1963,2.3333,0.2963,0.1249,0.2506,0.5428,0.2922
2015062122,0,2,15,23,18,31,5,0.9762,1.8834,3.7583,0.4695,0.1833,0.0476,0.6068,0.3335,0.2073,0.4523,0.3214,0.8048,0.6708,0.4879,0.2564,0.1765,0.1534,0.3429,2.1823,2.1667,0.3658,0.1429,0.2857,0.619,0.3214
2015062123,1,99,31,-2,16,-13,1,1.0129,1.9292,3.1807,0.4578,0.1778,0.0566,0.5348,0.3702,0.1955,0.4504,0.32299999999999995,0.8507,0.7048,0.5235,0.2812,0.1489,0.1423,0.3511,2.4983,2.6043,0.3775,0.1234,0.2726,0.6077,0.32299999999999995
2015062126,1,6,77,44,23,69,2,1.0828,2.0285,3.2975,0.4724,0.1828,0.06,0.5184,0.4062,0.1945,0.4489,0.2717,0.7903,0.6241,0.4434,0.23600000000000002,0.2036,0.1298,0.3282,2.7385,2.9794,0.3882,0.121,0.2255,0.5121,0.2717
2015062202,1,20,79,39,20,55,2,1.0647,2.028,3.1016,0.4259,0.1702,0.0584,0.52,0.3597,0.1757,0.4545,0.2737,0.8108,0.6757,0.4729,0.2567,0.2075,0.1089,0.3109,3.0411,1.9,0.3378,0.1439,0.259,0.5325,0.2737
2015062211,0,34,30,55,40,71,5,0.9881,1.9531,3.3413,0.4281,0.1634,0.0483,0.5722,0.3333,0.193,0.4592,0.3458,0.8432,0.6988,0.4942,0.2652,0.1816,0.1535,0.3302,2.1256,1.8352,0.3133,0.1428,0.2739,0.6197,0.3458
2015062306,1,26,44,-2,27,59,5,1.0488,1.8633,2.7725,0.509,0.2052,0.0776,0.5263,0.3688,0.1851,0.4489,0.2918,0.8145,0.685,0.5,0.2597,0.2138,0.0978,0.3434,3.6806,3.0,0.3886,0.1165,0.2911,0.5632,0.2918
2015062315,1,31,26,26,45,7,4,1.069,2.0238,4.3611,0.4647,0.1827,0.0448,0.5673,0.3775,0.2003,0.4481,0.3021,0.8118,0.6589,0.4477,0.2356,0.1972,0.1236,0.3366,2.911,3.125,0.3529,0.1006,0.2264,0.5284,0.3021
2015062316,1,59,-5,20,29,18,1,1.1121,2.1938,2.7994,0.4493,0.1825,0.0725,0.4783,0.3707,0.1594,0.4498,0.3066,0.8265,0.6668,0.4637,0.2464,0.2182,0.1156,0.3119,2.9995,1.7911,0.3047,0.162,0.2256,0.5489,0.3066
2015062321,1,8,70,40,6,2,2,1.0983,2.0523,2.8825,0.4429,0.1764,0.0672,0.5812,0.3838,0.2031,0.45399999999999996,0.3125,0.8048,0.6503,0.4391,0.2195,0.2251,0.0944,0.3093,3.5966,3.0738,0.3575,0.1075,0.24100000000000002,0.5712,0.3125
2015064103,1,8,56,18,37,63,5,1.1711,2.2755,2.5372,0.4134,0.1665,0.0769,0.5525,0.3692,0.1742,0.4717,0.2937,0.8371,0.6629999999999999,0.4564,0.2175,0.1945,0.1152,0.316,3.2119999999999997,2.8733,0.3259,0.1152,0.2163,0.5222,0.2937
2015064109,1,42,30,48,17,29,3,1.1744,2.0319,2.8075,0.514,0.1994,0.0834,0.5011,0.4297,0.1833,0.4278,0.2977,0.7605,0.6334,0.4502,0.2395,0.1771,0.1029,0.36,4.1103,2.3599,0.3387,0.1331,0.2153,0.513,0.2977
2015064116,1,43,48,35,49,50,5,1.0132,1.9336,2.6997,0.4278,0.1504,0.0565,0.5349,0.3691,0.1949,0.4506,0.2834,0.7964,0.6439,0.466,0.2372,0.2064,0.11800000000000001,0.3264,2.804,1.6111,0.3135,0.1545,0.2318,0.5323,0.2834
2015064117,1,38,35,21,18,31,1,1.0149,2.0312,2.7557,0.4493,0.1597,0.0588,0.4783,0.3382,0.1594,0.4503,0.2944,0.8118,0.6809999999999999,0.4783,0.2463,0.2544,0.1659,0.3061,1.8725,1.9884,0.3042,0.1185,0.2499,0.5595,0.2944
2015064120,1,91,25,45,10,-11,1,1.1479,2.2424,2.7782,0.43200000000000005,0.1682,0.0695,0.5516,0.3479,0.1672,0.4518,0.278,0.8045,0.6675,0.4714,0.2426,0.1967,0.1222,0.311,2.9227,1.9884,0.3031,0.1401,0.2432,0.5389,0.278
2015064122,1,37,51,57,60,47,4,1.0999,2.1808,3.1685,0.4562,0.1825,0.0634,0.6237,0.3612,0.2048,0.4667,0.2973,0.8202,0.6399,0.4342,0.2294,0.2044,0.1184,0.3211,2.9819,2.6429,0.3521,0.1261,0.2348,0.5316,0.2973
2015064126,1,57,13,8,47,28,1,1.0907,2.1415,3.5083,0.4667,0.1754,0.0545,0.5025,0.3636,0.1675,0.4604,0.3272,0.8335,0.6835,0.467,0.25,0.1811,0.1009,0.3419,3.6962,2.2672,0.3171,0.1285,0.2545,0.6002,0.3272
2015064127,1,17,61,61,32,87,5,1.0484,1.9828,2.9509,0.4707,0.1736,0.0617,0.5498,0.3525,0.1849,0.4474,0.3261,0.7983,0.6555,0.4623,0.2353,0.1534,0.1423,0.35200000000000004,2.5936,3.4,0.3362,0.0881,0.2731,0.5991,0.3261
2015064201,1,1,69,42,72,52,4,1.0979,2.2209,3.3345,0.4295,0.1771,0.0583,0.6183,0.3331,0.1876,0.4546,0.3168,0.8072,0.652,0.4563,0.2369,0.196,0.1301,0.3219,2.717,2.6942,0.3503,0.1163,0.2626,0.5706,0.3168
2015064202,1,-7,54,13,40,71,5,1.0588,2.2143,3.2617,0.4286,0.1595,0.0518,0.5,0.3361,0.1587,0.4637,0.3361,0.8414,0.7143,0.5079,0.2698,0.1667,0.1555,0.319,2.1727,1.6667,0.2857,0.1513,0.2527,0.5885,0.3361
2015064213,0,17,51,32,10,50,2,1.0405,1.9121,2.7195,0.4313,0.16699999999999998,0.0639,0.5212,0.3623,0.1815,0.4502,0.2832,0.7877,0.6509999999999999,0.4691,0.2575,0.1427,0.1355,0.3638,2.7936,1.8028,0.3331,0.1574,0.268,0.551,0.2832
2015064216,1,-4,28,37,18,68,5,1.0637,2.0333,3.1202,0.4475,0.1654,0.0564,0.6097,0.3645,0.2089,0.4412,0.3025,0.7894,0.6407,0.4468,0.2386,0.1785,0.146,0.3504,2.5535,2.9732,0.3585,0.11199999999999999,0.2222,0.5246,0.3025
2015064226,1,43,50,26,38,59,5,1.1008,2.1818,3.4976,0.4593,0.1842,0.057999999999999996,0.625,0.3595,0.2041,0.4698,0.3377,0.8574,0.7143,0.4694,0.2653,0.1538,0.1505,0.3444,2.5199,3.8053,0.4291,0.1123,0.2247,0.5621,0.3377
2015081116,0,80,22,41,50,35,1,1.0502,1.9756,3.9309,0.4703,0.1666,0.0445,0.5859,0.3627,0.2023,0.4479,0.2877,0.8094,0.6666,0.4761,0.2618,0.1889,0.1546,0.3385,2.2991,3.25,0.35700000000000004,0.1,0.2625,0.5501,0.2877
2015081207,1,35,20,26,-2,39,5,1.0425,1.9378,3.4522,0.4757,0.1916,0.0578,0.5235,0.3802,0.1909,0.451,0.2815,0.7929,0.6503,0.4601,0.2542,0.1666,0.1591,0.3569,2.3385,2.2857,0.3171,0.1157,0.2485,0.5299,0.2815
2015081223,0,52,28,15,7,65,5,0.7976,1.5747,2.7527,0.4445,0.1774,0.0514,0.4643,0.3544,0.2063,0.4537,0.3038,0.8259,0.6673,0.4923,0.2539,0.2244,0.1335,0.3018,1.8026,1.7029,0.3337,0.1266,0.2408,0.557,0.3038
2015081303,1,37,38,40,60,80,5,1.1159999999999999,2.0565,2.6249,0.3831,0.157,0.0667,0.4612,0.3766,0.1556,0.4498,0.2909,0.8051,0.6626,0.4547,0.2335,0.1902,0.1494,0.3076,2.2981,2.6077,0.3253,0.1167,0.23199999999999998,0.5229,0.2909
2015081504,0,42,43,25,42,33,2,1.0607,2.0666,2.9564,0.4707,0.1812,0.065,0.5612,0.3689,0.1952,0.4412,0.3105,0.7885,0.6441,0.4684,0.2537,0.1997,0.1257,0.3371,2.8442,2.6002,0.3552,0.1242,0.2319,0.5465,0.3105
2015081615,0,44,10,5,21,61,5,1.0134,1.9165,2.7875,0.4707,0.1702,0.0619,0.5613,0.3607,0.1998,0.4549,0.3011,0.8262,0.6871,0.4873,0.2541,0.1755,0.1399,0.3272,2.3707,2.6626,0.3309,0.1059,0.2464,0.5479,0.3011
2015082102,1,32,15,10,55,54,4,1.0767,2.0305,2.6609,0.4524,0.1807,0.0731,0.6011,0.3848,0.2148,0.4694,0.2734,0.8095,0.6435,0.4605,0.2461,0.2116,0.1422,0.3267,2.4735,2.5754,0.3336,0.1196,0.2308,0.5041,0.2734
2015082105,0,-9,68,14,56,91,5,0.9705,1.8335,4.0288,0.4551,0.1574,0.0379,0.6,0.36200000000000004,0.2238,0.4444,0.3189,0.7759,0.6268,0.4476,0.2536,0.1785,0.1383,0.3472,2.436,3.6705,0.3879,0.0869,0.2466,0.5654,0.3189
2015082121,1,6,56,18,33,57,5,0.9569,1.8304,3.134,0.4561,0.1589,0.0485,0.4548,0.3526,0.1676,0.4622,0.29600000000000004,0.8317,0.6972,0.5162,0.2683,0.1906,0.1203,0.3297,2.6232,2.3297,0.3417,0.1156,0.2564,0.5647,0.29600000000000004
2015082402,0,37,35,21,19,43,5,1.0457,1.8912,3.205,0.4529,0.1753,0.0572,0.5727,0.3775,0.2067,0.4547,0.2944,0.8118,0.6727,0.4849,0.2667,0.1969,0.1209,0.3317,2.8684,1.9511,0.3346,0.1492,0.2552,0.5535,0.2944
2015082403,0,16,-7,27,0,99,5,1.0404,1.9842,2.9837,0.4368,0.158,0.0551,0.551,0.33899999999999997,0.1795,0.4489,0.3063,0.8094,0.6511,0.4521,0.2422,0.149,0.1384,0.3308,2.4865,2.0,0.3149,0.1423,0.2839,0.5902,0.3063
2015082416,1,8,42,36,51,23,4,1.0598,1.9980000000000002,2.8647,0.4564,0.1871,0.0692,0.5135,0.3924,0.1901,0.4415,0.2929,0.7696,0.5999,0.4002,0.2108,0.1768,0.1345,0.327,2.577,2.306,0.361,0.1381,0.2456,0.5379999999999999,0.2929
2015083217,0,22,10,-5,35,30,4,1.0844,2.1912,3.0129,0.4132,0.1639,0.059000000000000004,0.5547,0.3362,0.172,0.4481,0.3176,0.8272,0.69,0.4819,0.2586,0.1737,0.13699999999999998,0.3291,2.6052,2.4328,0.3444,0.1306,0.2432,0.5794,0.3176
2015083425,0,1,45,-1,23,68,5,0.9869,1.9406,2.7074,0.4358,0.1561,0.0569,0.5332,0.3388,0.1831,0.4372,0.3388,0.7819,0.6331,0.449,0.2409,0.2027,0.1196,0.3165,2.6119,1.7790000000000001,0.3329,0.1469,0.2594,0.6095,0.3388
2015091110,0,35,-9,22,49,70,5,0.9928,1.9411,3.5144,0.4356,0.1566,0.0442,0.5274,0.3512,0.1866,0.4652,0.3223,0.8419,0.7048,0.5191,0.2839,0.2321,0.134,0.3116,2.3093,2.0835,0.3236,0.1264,0.2528,0.575,0.3223
2015091119,0,52,36,5,14,56,5,1.1153,2.1034,3.313,0.4488,0.1718,0.0578,0.5819,0.3804,0.1985,0.4525,0.3098,0.8097,0.6592,0.4612,0.2471,0.1519,0.1546,0.3581,2.5839,2.8388,0.3412,0.1154,0.2395,0.5492,0.3098
2015091201,1,15,55,52,40,64,5,1.1026,2.154,2.71,0.4264,0.1798,0.0731,0.6003,0.342,0.1862,0.4499,0.3252,0.8217,0.6744,0.4806,0.2481,0.1176,0.1475,0.349,2.6079,2.1209,0.3178,0.13699999999999998,0.248,0.5727,0.3252
2015091203,1,37,68,58,28,22,2,1.0184,1.8205,3.0765,0.4282,0.1702,0.0564,0.4784,0.4158,0.1953,0.4569,0.2758,0.8053,0.6618,0.4665,0.2459,0.1923,0.1235,0.3273,2.6983,2.6448,0.3731,0.1209,0.2255,0.4923,0.2758
2015091207,1,37,50,22,39,16,2,1.1873,2.2826,4.377,0.3954,0.1598,0.0434,0.4989,0.3802,0.1597,0.4461,0.3187,0.8053,0.66,0.4642,0.2468,0.1264,0.1251,0.3043,2.8888,2.9214,0.2979,0.10300000000000001,0.2405,0.5591,0.3187
2015091216,1,50,31,45,33,30,1,1.159,2.3593,3.4437,0.4453,0.17300000000000001,0.0582,0.6554,0.3385,0.1914,0.4623,0.3182,0.8169,0.6748,0.4746,0.2583,0.2041,0.1461,0.3248,2.5759,3.5835,0.3576,0.0968,0.2417,0.55,0.3182
2015091218,1,33,1,15,57,47,4,0.9873,1.9287,3.3677,0.4082,0.1666,0.0488,0.5159,0.373,0.1949,0.446,0.3136,0.7804,0.6335,0.4387,0.2318,0.1963,0.1218,0.2994,2.4281,2.4021,0.3413,0.1203,0.2288,0.5544,0.3136
2015093106,1,14,53,17,49,66,5,1.0599,1.891,3.5186,0.46299999999999997,0.1787,0.0538,0.5217,0.3995,0.1967,0.4757,0.2789,0.8272,0.6714,0.4833,0.2539,0.1844,0.1188,0.3466,3.0926,3.1255,0.3856,0.1141,0.253,0.5146,0.2789
2015093207,1,51,31,31,-10,48,1,0.9724,1.8912,3.6067,0.4155,0.1565,0.0422,0.4815,0.3698,0.1831,0.4513,0.3153,0.8170000000000001,0.7042,0.5072,0.268,0.1698,0.1137,0.3111,2.6606,2.0,0.3662,0.1507,0.2332,0.5759,0.3153
2015093216,1,14,3,27,28,55,5,1.0841,2.1883,3.6386,0.4698,0.1725,0.0514,0.5946,0.3458,0.1896,0.4571,0.3179,0.8190000000000001,0.6638,0.4569,0.2414,0.21899999999999997,0.1424,0.3299,2.5115,2.6154,0.3534,0.1215,0.2618,0.5797,0.3179
2015094112,1,79,84,49,26,34,2,1.0909,2.1006,2.7739999999999996,0.4448,0.1759,0.0692,0.5867,0.355,0.1909,0.4694,0.3205,0.8654,0.7225,0.5163,0.27,0.1678,0.1439,0.3368,2.5536,2.0035,0.3338,0.147,0.2773,0.5977,0.3205
2015096102,1,66,35,37,32,8,1,1.0696,1.9593,2.8108,0.4625,0.193,0.0734,0.5599,0.3663,0.1917,0.4453,0.28600000000000003,0.7944,0.6574,0.4725,0.2466,0.2016,0.1279,0.3399,2.8429,2.5294,0.3561,0.1245,0.2711,0.5567,0.28600000000000003
2015096118,1,47,34,23,24,22,1,0.826,1.6172,2.2592,0.44299999999999995,0.1753,0.0641,0.4152,0.349,0.1754,0.46399999999999997,0.3153,0.8655,0.7316,0.546,0.2987,0.1693,0.1486,0.3374,1.8756,1.9299,0.3401,0.1191,0.2638,0.5788,0.3153
2015111113,0,57,-6,-8,44,24,1,1.0419,2.0851,3.0104,0.44,0.1605,0.0556,0.6097,0.3197,0.1871,0.46,0.3333,0.8664,0.7197,0.5198,0.2932,0.2068,0.1267,0.3072,2.526,2.447,0.3468,0.125,0.2781,0.6112,0.3333
2015111216,0,29,43,22,24,37,2,1.0256,2.0336,4.01,0.4576,0.1699,0.0435,0.5993,0.3481,0.2034,0.4499,0.3307,0.8134,0.6779,0.4915,0.2542,0.2082,0.0903,0.3224,3.6641,1.8889,0.3389,0.1564,0.2607,0.6086,0.3307
2015111226,1,-17,31,39,34,91,5,0.9227,1.8385,2.4133,0.4872,0.1911,0.0731,0.5115,0.3481,0.193,0.4614,0.3158,0.8423,0.7107,0.5091,0.2808,0.1598,0.1397,0.3476,2.2958,1.7878,0.3684,0.154,0.2671,0.5911,0.3158
